Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.230769230769231,1.0127393670836666,0.9230769230769231,0.9540735874430285
Lazio,2.3076923076923075,1.2506408613597126,1.0769230769230769,0.9540735874430286
Napoli,1.6923076923076923,1.3774744634423888,1.2307692307692308,1.2351684199496948
Atalanta,2.3846153846153846,1.8045526471705544,1.6153846153846154,1.0439078454267836
Torino,1.1538461538461537,1.3445044840729643,1.5384615384615385,1.1982893790305562
Brescia,0.7692307692307693,0.8320502943378436,1.9230769230769231,1.3821202589704016
Juventus,1.7692307692307692,1.0127393670836666,0.7692307692307693,0.8320502943378437
Udinese,0.6923076923076923,0.8548504142651102,1.5384615384615385,2.0662116951635836
Genoa,1.1538461538461537,0.9870962335856491,2.076923076923077,1.497861723788195
Roma,1.7692307692307692,1.4232501627054275,1.0769230769230769,0.9540735874430285
Bologna,1.3846153846153846,1.0439078454267836,1.6923076923076923,1.031553471276484
Verona,0.8461538461538461,0.6887372317211945,0.8461538461538461,0.8006407690254357
Fiorentina,1.3846153846153846,1.0439078454267836,1.5384615384615385,1.5063966175050878
Spal,0.6153846153846154,0.7679476477883045,1.4615384615384615,1.0500305245868344
Sassuolo,1.8461538461538463,1.1435437497937313,1.7692307692307692,1.4806443503784734
Cagliari,1.9230769230769231,1.3204505835470495,1.0769230769230769,0.7595545253127499
Milan,0.9230769230769231,0.6405126152203486,1.3076923076923077,0.9473309334313418
Parma,1.5384615384615385,1.5063966175050876,1.3076923076923077,0.8548504142651102
Sampdoria,0.6923076923076923,0.6304251719561152,1.5384615384615385,1.3301243435223526
Lecce,1.3076923076923077,0.9473309334313418,2.076923076923077,1.255755978254962
