Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.4166666666666665,1.4433756729740643,1.0833333333333333,0.90033663737852
Lazio,2.0833333333333335,1.6764862244009227,1.5833333333333333,1.164500152881315
Roma,1.75,1.1381803659589922,1.25,1.2154310870109943
Napoli,2.0,1.2060453783110545,0.3333333333333333,0.49236596391733095
Bologna,1.5833333333333333,0.9962049198956219,1.9166666666666667,1.97522534195852
Sassuolo,1.4166666666666667,0.996204919895622,1.5,0.9045340337332909
Atalanta,1.8333333333333333,1.0298573010888745,1.25,0.8660254037844386
Milan,2.1666666666666665,1.1146408580454255,0.9166666666666666,0.7929614610987591
Cagliari,1.0833333333333333,0.996204919895622,2.1666666666666665,0.8348471099367218
Juventus,1.3333333333333333,0.8876253645985945,1.25,0.8660254037844386
Spezia,1.0833333333333333,0.7929614610987591,2.1666666666666665,1.6422453217986943
Udinese,1.25,1.2154310870109943,1.5,1.1677484162422844
Salernitana,0.8333333333333334,0.937436866561092,2.1666666666666665,1.403458930534474
Verona,2.0833333333333335,1.2401124093721456,1.75,1.0552897060221726
Torino,1.25,1.3568010505999362,1.0,0.7385489458759964
Sampdoria,1.25,1.1381803659589922,2.0833333333333335,1.3113721705515067
Empoli,1.5,1.381698559415515,1.9166666666666667,1.1645001528813153
Fiorentina,1.3333333333333333,1.0730867399773196,1.1666666666666667,1.0298573010888745
Venezia,0.9166666666666666,0.90033663737852,1.5833333333333333,0.9962049198956219
Genoa,1.4166666666666667,1.0836246694508316,2.0,1.044465935734187
