Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.5,1.3954814298487213,0.85,0.9333020044867296
Lazio,2.1,1.5861240410775606,1.85,1.2258187382102494
Roma,1.6,1.1876558069531231,1.2,1.1964860832322377
Napoli,1.8,1.2396943596157717,0.75,0.9665456669582609
Bologna,1.45,0.998683343734455,1.6,1.6982963599783722
Sassuolo,1.55,0.9445132413883327,1.6,0.8207826816681233
Atalanta,2.1,1.3726654823065194,1.4,1.231174022502185
Milan,2.15,1.1821033884786183,1.15,1.0894228312566052
Cagliari,0.95,0.9445132413883326,2.05,1.0990426455975697
Juventus,1.4,0.8207826816681233,0.9,0.8522416262267903
Spezia,1.0,0.7947194142390263,2.05,1.5381123085406379
Udinese,1.5,1.4689774459950382,1.45,1.2763022245616642
Salernitana,0.7,0.8645047258706176,2.15,1.4608937423083819
Verona,1.8,1.2814465510343749,1.65,1.0399898784932577
Torino,1.35,1.3088765773505315,1.15,0.9333020044867296
Sampdoria,1.4,1.0462967275611939,1.85,1.2258187382102497
Empoli,1.65,1.1821033884786185,1.85,1.1821033884786183
Fiorentina,1.7,1.3018205875255096,1.45,1.1459310165698642
Venezia,0.95,0.8870412083230168,1.8,1.1964860832322377
Genoa,1.0,1.025978352085154,1.9,1.1192102478745307
