,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.1904761904761907,1.1670067531530235,1.0952380952380953,1.091089451179962
Sampdoria,1.3333333333333333,1.0645812948447542,1.8095238095238095,1.2090925365350504
Genoa,0.9523809523809523,1.0235326314383177,1.8571428571428572,1.1084094137869043
Venezia,0.9047619047619048,0.8890872794479688,1.8571428571428572,1.1952286093343936
Fiorentina,1.619047619047619,1.321975433818287,1.5714285714285714,1.2478553029669976
Lazio,2.0,1.61245154965971,1.8095238095238095,1.2497618820818477
Salernitana,0.7619047619047619,0.8890872794479685,2.0952380952380953,1.445847914020071
Spezia,1.0,0.7745966692414834,1.9523809523809523,1.5644868320376004
Verona,1.7619047619047619,1.2611408289624877,1.6666666666666667,1.016530045465127
Juventus,1.5238095238095237,0.980767435177556,1.0,0.9486832980505138
Udinese,1.5238095238095237,1.4359334113755977,1.6666666666666667,1.5916448515084427
Atalanta,2.2857142857142856,1.5856499343441837,1.4285714285714286,1.2071217242444348
Inter,2.4761904761904763,1.3645163106041505,0.8571428571428571,0.9102589898327995
Torino,1.4285714285714286,1.4342743312012722,1.0476190476190477,0.9734572654303052
Cagliari,1.0,0.9486832980505138,2.0,1.0954451150103321
Bologna,1.4285714285714286,0.9783367810436534,1.619047619047619,1.6575943555704598
Roma,1.6666666666666667,1.1972189997378646,1.3333333333333333,1.3165611772087666
Empoli,1.619047619047619,1.1608699529314417,2.0,1.3416407864998738
Napoli,1.6666666666666667,1.2780193008453875,0.6190476190476191,0.9206622874969125
Sassuolo,1.619047619047619,1.2440333788202984,1.4761904761904763,0.8728715609439694
