,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.1666666666666665,1.1690451944500122,1.3333333333333333,1.8618986725025257
Frosinone,1.5,1.378404875209022,1.3333333333333333,1.0327955589886444
Lecce,1.3333333333333333,0.816496580927726,0.8333333333333334,0.752772652709081
Monza,0.6666666666666666,0.816496580927726,1.1666666666666667,1.1690451944500122
Fiorentina,2.0,1.4142135623730951,1.6666666666666667,1.3662601021279464
Lazio,1.1666666666666667,0.752772652709081,1.3333333333333333,1.0327955589886446
Salernitana,0.6666666666666666,0.816496580927726,1.6666666666666667,0.816496580927726
Genoa,1.3333333333333333,1.505545305418162,1.5,1.378404875209022
Verona,0.6666666666666666,0.816496580927726,1.0,1.0954451150103321
Juventus,2.0,0.8944271909999159,1.0,1.5491933384829668
Udinese,0.3333333333333333,0.5163977794943223,1.6666666666666667,1.632993161855452
Atalanta,1.8333333333333333,0.752772652709081,0.8333333333333334,1.3291601358251257
Inter,2.5,1.6431676725154984,0.5,0.8366600265340756
Torino,1.0,1.0954451150103321,1.1666666666666667,1.602081978759722
Cagliari,0.3333333333333333,0.5163977794943223,1.5,1.224744871391589
Bologna,0.5,0.8366600265340756,0.6666666666666666,0.816496580927726
Roma,2.1666666666666665,2.401388487243717,1.8333333333333333,1.3291601358251257
Empoli,0.16666666666666666,0.408248290463863,2.1666666666666665,2.4832774042918904
Napoli,2.0,1.4142135623730951,1.0,0.8944271909999159
Sassuolo,1.8333333333333333,1.6020819787597222,2.0,1.0954451150103321
