,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.375,0.5175491695067657,1.0,1.0690449676496976
Sampdoria,1.5,1.1952286093343936,1.625,1.0606601717798212
Genoa,0.875,1.3562026818605375,2.0,1.8516401995451028
Parma,1.0,0.9258200997725514,2.0,1.4142135623730951
Fiorentina,1.25,1.2817398889233114,1.625,1.3024701806293193
Lazio,1.625,1.1877349391654208,1.625,1.5059406173077154
Crotone,0.75,0.7071067811865476,2.375,1.5059406173077154
Spezia,1.375,1.0606601717798212,1.875,1.7268882005337975
Verona,1.25,1.2817398889233114,0.875,0.8345229603962802
Juventus,2.0,1.0690449676496976,0.875,0.6408699444616557
Udinese,0.875,1.1259916264596033,1.375,1.0606601717798212
Atalanta,2.25,1.8322507626258087,1.75,1.2817398889233114
Inter,2.5,1.6035674514745464,1.625,0.9161253813129043
Torino,1.75,1.164964745021435,2.5,1.6035674514745464
Cagliari,1.75,1.3887301496588271,2.125,1.4577379737113252
Bologna,1.625,1.5979898086569353,1.75,1.0350983390135313
Roma,2.375,1.5059406173077154,1.375,1.3024701806293193
Benevento,1.375,0.9161253813129043,2.5,1.927248223318863
Napoli,2.125,1.9594095320493148,1.125,1.1259916264596033
Sassuolo,2.5,1.5118578920369088,1.125,1.246423454758225
