,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.142857142857143,0.7928249671720918,1.0952380952380953,1.091089451179962
Sampdoria,1.4761904761904763,0.9807674351775564,1.5238095238095237,0.8728715609439694
Genoa,1.1428571428571428,1.0623424252901832,1.4761904761904763,1.400680106914053
Parma,0.6666666666666666,0.8563488385776754,1.9523809523809523,1.244033378820298
Fiorentina,1.0,1.0488088481701516,1.5714285714285714,1.468721504282843
Lazio,1.7142857142857142,0.9023778112773573,1.2857142857142858,1.230563169563316
Crotone,1.0476190476190477,1.2031704150364766,2.380952380952381,1.5644868320376009
Spezia,1.3333333333333333,0.9660917830792959,1.8095238095238095,1.3645163106041502
Verona,1.2380952380952381,0.9952267030562385,1.0952380952380953,0.8309489698388165
Juventus,2.0476190476190474,1.2031704150364766,0.9047619047619048,0.7684244858645451
Udinese,1.0952380952380953,1.0442586798663398,1.3333333333333333,1.1105554165971787
Atalanta,2.2857142857142856,1.647508942095828,1.380952380952381,1.1608699529314417
Inter,2.4285714285714284,1.5023790657297036,1.0952380952380953,0.9436504599035548
Torino,1.5238095238095237,1.030487633067356,1.9523809523809523,1.3219754338182867
Cagliari,1.1428571428571428,1.1084094137869043,1.8571428571428572,1.2363540870525034
Bologna,1.3333333333333333,1.1972189997378646,1.6666666666666667,1.2780193008453875
Roma,2.0952380952380953,1.6094956323259126,1.6666666666666667,1.3165611772087666
Benevento,1.1428571428571428,0.8535639569308374,1.9523809523809523,1.6874889770363086
Napoli,2.142857142857143,1.8244372909397104,1.0952380952380953,0.9952267030562386
Sassuolo,1.619047619047619,1.2835961388299078,1.5238095238095237,1.3273676061682242
