,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.4,0.5477225575051661,0.8,1.3038404810405297
Sampdoria,2.0,1.224744871391589,1.6,1.3416407864998738
Genoa,1.0,1.7320508075688772,2.2,2.280350850198276
Parma,1.2,0.8366600265340756,2.2,1.4832396974191329
Fiorentina,2.0,1.0,2.0,1.4142135623730951
Lazio,1.2,0.8366600265340756,1.8,1.6431676725154984
Crotone,1.0,0.7071067811865476,3.0,1.4142135623730951
Spezia,1.4,0.8944271909999159,2.2,1.4832396974191326
Verona,1.0,1.224744871391589,0.4,0.5477225575051662
Juventus,1.8,0.8366600265340756,1.0,0.7071067811865476
Udinese,1.0,1.4142135623730951,1.8,0.8366600265340756
Atalanta,3.0,1.8708286933869707,2.4,1.140175425099138
Inter,2.6,1.8165902124584952,1.6,1.140175425099138
Torino,1.8,1.0954451150103324,2.4,1.3416407864998738
Cagliari,2.0,1.5811388300841898,2.4,1.5165750888103102
Bologna,1.6,1.816590212458495,2.0,1.224744871391589
Roma,2.2,1.9235384061671346,2.0,1.224744871391589
Benevento,1.8,0.8366600265340756,2.8,2.16794833886788
Napoli,3.0,2.0,0.8,0.8366600265340756
Sassuolo,3.2,1.3038404810405297,1.8,1.0954451150103324
