,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.6956521739130435,1.145536103502145,1.3043478260869565,1.258959982348188
Sampdoria,0.4782608695652174,0.6653478391304605,1.6521739130434783,0.9820523802070622
Lecce,1.0434782608695652,0.767419576453527,1.1304347826086956,0.6255432421712243
Monza,1.2173913043478262,0.9980217586956907,1.3478260869565217,1.2287723234696093
Fiorentina,1.0434782608695652,0.9759965009980694,1.3043478260869565,1.0632190661423897
Lazio,1.6956521739130435,1.329209697140497,0.8260869565217391,1.0292174393923796
Salernitana,1.0869565217391304,1.1246431142310667,1.9130434782608696,1.7297672854057795
Spezia,0.8260869565217391,0.8868828923945564,1.6956521739130435,0.9739695071153478
Verona,0.8695652173913043,0.6944158975248031,1.4782608695652173,1.0816471117274344
Juventus,1.565217391304348,1.160959123723364,0.7391304347826086,1.2869057782967013
Udinese,1.3478260869565217,1.070628347881999,1.2173913043478262,1.085295173051194
Atalanta,1.826086956521739,1.556574733569118,1.1304347826086956,1.0137396037394037
Inter,1.9130434782608696,1.4114159066908945,1.173913043478261,1.1140496934013262
Torino,1.0434782608695652,0.7674195764535268,1.0869565217391304,0.8481554037632526
Cremonese,0.7391304347826086,0.8100163468803816,1.826086956521739,1.1541298931561732
Bologna,1.3043478260869565,0.8756702684071968,1.434782608695652,1.2730095677895725
Roma,1.3043478260869565,0.8756702684071968,0.8260869565217391,0.936733876686023
Empoli,0.9565217391304348,0.7057079533454471,1.2608695652173914,1.09616651457157
Napoli,2.4347826086956523,1.3759653456432202,0.6521739130434783,0.7140598174697278
Sassuolo,1.1304347826086956,1.3916748518532023,1.5217391304347827,1.1626601636447698
