Squadra,Mgf,Sgf,Mgs,Sgs
Napoli,4.5,0.7071067811865476,1.0,1.4142135623730951
Juventus,1.5,2.1213203435596424,0.0,0.0
Milan,2.5,2.1213203435596424,1.5,0.7071067811865476
Atalanta,1.5,0.7071067811865476,0.5,0.7071067811865476
Fiorentina,1.5,2.1213203435596424,1.0,1.4142135623730951
Inter,2.5,0.7071067811865476,0.5,0.7071067811865476
Lazio,1.0,1.4142135623730951,0.5,0.7071067811865476
Torino,1.0,1.4142135623730951,0.5,0.7071067811865476
Roma,1.0,0.0,0.0,0.0
Spezia,0.5,0.7071067811865476,1.5,2.1213203435596424
Cremonese,1.0,1.4142135623730951,2.0,1.4142135623730951
Bologna,1.0,0.0,1.5,0.7071067811865476
Lecce,0.5,0.7071067811865476,1.5,0.7071067811865476
Monza,0.5,0.7071067811865476,3.0,1.4142135623730951
Empoli,0.0,0.0,0.5,0.7071067811865476
Salernitana,0.0,0.0,0.5,0.7071067811865476
Udinese,1.0,1.4142135623730951,2.0,2.8284271247461903
Sampdoria,0.0,0.0,1.0,1.4142135623730951
Verona,1.5,0.7071067811865476,3.0,2.8284271247461903
Sassuolo,0.5,0.7071067811865476,1.5,2.1213203435596424
