Squadra,Mgf,Sgf,Mgs,Sgs
Napoli,2.5,1.5666989036012806,0.75,0.7537783614444091
Juventus,1.5,1.3142574813455419,0.5833333333333334,0.7929614610987591
Milan,2.0833333333333335,1.2401124093721456,1.0833333333333333,0.7929614610987591
Atalanta,1.5,0.7977240352174656,0.6666666666666666,0.7784989441615231
Fiorentina,1.0833333333333333,1.164500152881315,1.4166666666666667,1.378954368902449
Inter,2.0833333333333335,0.9962049198956219,1.4166666666666667,1.3113721705515065
Lazio,2.0,1.4770978917519928,0.6666666666666666,0.9847319278346619
Torino,1.0,0.8528028654224418,1.1666666666666667,0.9374368665610923
Roma,1.3333333333333333,1.0730867399773196,0.9166666666666666,1.0836246694508318
Spezia,0.8333333333333334,0.937436866561092,1.8333333333333333,1.0298573010888745
Cremonese,0.75,0.7537783614444091,1.8333333333333333,1.403458930534474
Bologna,1.1666666666666667,0.834847109936722,1.5,0.9045340337332909
Lecce,0.75,0.621581560508061,1.25,0.45226701686664544
Monza,0.9166666666666666,0.90033663737852,1.75,1.4222261679238197
Empoli,0.75,0.621581560508061,1.4166666666666667,1.2401124093721456
Salernitana,1.3333333333333333,1.3026778945578592,1.4166666666666667,1.378954368902449
Udinese,1.6666666666666667,1.3026778945578592,1.0,1.2060453783110545
Sampdoria,0.5,0.5222329678670935,1.75,1.2154310870109943
Verona,0.9166666666666666,0.6685579234215215,2.0,1.1281521496355325
Sassuolo,1.1666666666666667,1.403458930534474,1.4166666666666667,1.4433756729740645
